t_s,phase,fps,cpu_process_ms,gpu_ms,draw_calls,primitives,video_mem_mb,x,y,z
79.277,1,90.00,14.666,9.218,295,209098,178.1,129.86,0.74,21.60
79.287,1,90.00,14.666,9.277,295,209098,178.1,129.87,0.74,21.60
79.298,1,90.00,14.666,9.242,295,209098,178.1,129.89,0.74,21.60
79.308,1,90.00,14.666,9.219,295,209098,178.1,129.91,0.74,21.60
79.318,1,90.00,14.666,9.211,295,209098,178.1,129.93,0.74,21.60
79.328,1,90.00,14.666,9.205,294,210418,178.1,129.94,0.74,21.60
79.339,1,90.00,14.666,9.219,294,210418,178.1,129.96,0.74,21.60
79.349,1,90.00,14.666,9.160,294,210418,178.1,129.98,0.74,21.60
79.359,1,90.00,14.666,9.166,294,210418,178.1,130.00,0.74,21.60
79.369,1,90.00,14.666,9.147,294,210418,178.1,130.01,0.74,21.60
79.380,1,90.00,14.666,9.128,294,210418,178.1,130.03,0.74,21.60
79.390,1,90.00,14.666,9.125,295,217082,178.1,130.05,0.74,21.60
79.400,1,90.00,14.666,9.176,296,225874,178.1,130.06,0.74,21.60
79.410,1,90.00,14.666,9.208,296,225874,178.1,130.08,0.74,21.60
79.420,1,90.00,14.666,9.223,300,253090,178.1,130.10,0.74,21.60
79.431,1,90.00,14.666,9.292,301,260146,178.1,130.12,0.74,21.60
79.441,1,90.00,14.666,9.282,302,269218,178.1,130.13,0.74,21.60
79.452,1,90.00,14.666,9.335,303,277226,178.1,130.15,0.74,21.60
79.462,1,90.00,14.666,9.374,303,277226,178.1,130.17,0.74,21.60
79.472,1,90.00,14.666,9.491,303,277226,178.1,130.19,0.74,21.60
79.483,1,90.00,14.666,9.510,303,277226,178.1,130.21,0.74,21.60
79.493,1,90.00,14.666,9.562,302,277118,178.1,130.22,0.74,21.60
79.504,1,90.00,14.666,9.168,302,277118,178.1,130.24,0.74,21.60
79.514,1,90.00,14.666,9.209,302,277118,178.1,130.26,0.74,21.60
79.524,1,90.00,14.666,9.304,302,277118,178.1,130.28,0.74,21.60
79.535,1,90.00,14.666,9.309,302,277118,178.1,130.29,0.74,21.60
79.545,1,90.00,14.666,9.337,302,277118,178.1,130.31,0.74,21.60
79.556,1,90.00,14.666,9.417,302,277118,178.1,130.33,0.74,21.60
79.566,1,90.00,14.666,9.366,303,277218,178.1,130.35,0.73,21.60
79.577,1,90.00,14.666,9.508,301,276618,178.1,130.36,0.73,21.60
79.587,1,90.00,14.666,9.566,301,276618,178.1,130.38,0.73,21.60
79.597,1,90.00,14.666,9.541,301,276618,178.1,130.40,0.73,21.60
79.608,1,90.00,14.666,9.630,301,276618,178.1,130.42,0.73,21.60
79.618,1,90.00,14.666,9.645,301,276618,178.1,130.44,0.73,21.60
79.629,1,90.00,14.666,9.638,300,276570,178.1,130.45,0.73,21.60
79.639,1,90.00,14.666,9.751,301,276906,178.1,130.47,0.73,21.60
79.649,1,90.00,14.666,9.773,301,276906,178.1,130.49,0.73,21.60
79.660,1,90.00,14.666,9.774,301,276906,178.1,130.51,0.73,21.60
79.670,1,90.00,14.666,9.754,301,276906,178.1,130.52,0.73,21.60
79.681,1,90.00,14.666,9.739,301,276906,178.1,130.54,0.73,21.60
79.691,1,90.00,14.666,9.769,301,276906,178.1,130.56,0.73,21.60
79.702,1,90.00,14.666,9.741,301,276906,178.1,130.58,0.73,21.60
79.712,1,90.00,14.666,9.741,301,276906,178.1,130.59,0.73,21.60
79.722,1,90.00,14.666,9.756,301,276906,178.1,130.61,0.72,21.60
79.733,1,90.00,14.666,9.728,301,276906,178.1,130.63,0.72,21.60
79.743,1,90.00,14.666,9.693,301,276906,178.1,130.65,0.72,21.60
79.754,1,90.00,14.666,9.735,301,276906,178.1,130.67,0.72,21.60
79.764,1,90.00,14.666,9.729,301,276906,178.1,130.68,0.72,21.60
79.774,1,90.00,14.666,9.666,301,276906,178.1,130.70,0.72,21.60
79.785,1,90.00,14.666,9.664,301,276906,178.1,130.72,0.72,21.60
79.795,1,90.00,14.666,9.619,301,276906,178.1,130.74,0.72,21.60
79.806,1,90.00,14.666,9.591,301,276906,178.1,130.75,0.72,21.60
79.816,1,90.00,14.666,9.584,301,276906,178.1,130.77,0.72,21.60
79.827,1,90.00,14.666,9.548,301,276906,178.1,130.79,0.72,21.60
79.838,1,90.00,14.666,9.588,301,276906,178.1,130.81,0.72,21.61
79.848,1,90.00,14.666,9.525,301,276906,178.1,130.82,0.72,21.62
79.859,1,90.00,14.666,9.533,301,276906,178.1,130.83,0.72,21.63
79.870,1,90.00,14.666,9.568,301,276906,178.1,130.84,0.72,21.64
79.880,1,90.00,14.666,9.463,301,276906,178.1,130.86,0.72,21.66
79.891,1,90.00,14.666,9.516,301,276906,178.1,130.87,0.72,21.67
79.902,1,90.00,14.666,9.498,301,276906,178.1,130.88,0.72,21.68
79.912,1,90.00,14.666,9.443,301,276906,178.1,130.90,0.72,21.70
79.923,1,90.00,14.666,9.357,301,276906,178.1,130.91,0.72,21.71
79.933,1,90.00,14.666,9.328,302,282842,178.1,130.92,0.72,21.72
79.944,1,90.00,14.666,9.327,302,282842,178.1,130.93,0.72,21.73
79.954,1,90.00,14.666,9.252,302,282842,178.1,130.95,0.72,21.75
79.965,1,90.00,14.666,9.197,302,282842,178.1,130.96,0.72,21.76
79.976,1,90.00,14.666,9.162,302,282842,178.1,130.97,0.72,21.77
79.986,1,90.00,14.666,9.163,302,282842,178.1,130.98,0.72,21.78
79.997,1,96.00,10.921,9.088,302,282842,178.1,131.00,0.72,21.80
80.007,1,96.00,10.921,9.102,302,282842,178.1,131.01,0.72,21.81
80.018,1,96.00,10.921,9.028,302,282842,178.1,131.02,0.72,21.82
80.029,1,96.00,10.921,9.047,302,282842,178.1,131.04,0.72,21.84
80.039,1,96.00,10.921,9.056,302,282842,178.1,131.05,0.72,21.85
80.050,1,96.00,10.921,9.149,302,282842,178.1,131.06,0.72,21.86
80.060,1,96.00,10.921,9.177,302,282842,178.1,131.07,0.72,21.87
80.071,1,96.00,10.921,9.177,302,282842,178.1,131.09,0.72,21.89
80.082,1,96.00,10.921,9.225,302,282842,178.1,131.10,0.72,21.90
80.092,1,96.00,10.921,9.293,302,282842,178.1,131.11,0.72,21.91
80.103,1,96.00,10.921,9.369,303,287882,178.1,131.12,0.72,21.92
80.113,1,96.00,10.921,9.332,304,293258,178.1,131.14,0.72,21.94
80.124,1,96.00,10.921,9.359,304,293258,178.1,131.15,0.72,21.95
80.135,1,96.00,10.921,9.463,305,298298,178.1,131.16,0.72,21.96
80.145,1,96.00,10.921,9.482,305,298298,178.1,131.18,0.72,21.98
80.156,1,96.00,10.921,9.468,305,298298,178.1,131.19,0.72,21.99
80.167,1,96.00,10.921,9.541,305,298298,178.1,131.20,0.72,22.00
80.177,1,96.00,10.921,9.451,305,298298,178.1,131.21,0.72,22.01
80.188,1,96.00,10.921,9.536,305,298298,178.1,131.23,0.72,22.03
80.198,1,96.00,10.921,9.528,305,298298,178.1,131.24,0.72,22.04
80.209,1,96.00,10.921,9.604,305,298298,178.1,131.25,0.72,22.05
80.220,1,96.00,10.921,9.585,305,298298,178.1,131.26,0.72,22.07
80.230,1,96.00,10.921,9.638,305,298298,178.1,131.28,0.72,22.08
80.241,1,96.00,10.921,9.592,305,298298,178.1,131.29,0.72,22.09
80.251,1,96.00,10.921,9.663,305,298298,178.1,131.30,0.72,22.10
80.262,1,96.00,10.921,9.664,305,298298,178.1,131.32,0.72,22.12
80.273,1,96.00,10.921,9.708,305,298298,178.1,131.33,0.73,22.13
80.283,1,96.00,10.921,9.692,305,298298,178.1,131.34,0.73,22.14
80.294,1,96.00,10.921,9.720,305,298298,178.1,131.35,0.73,22.15
80.304,1,96.00,10.921,9.728,305,298298,178.1,131.37,0.73,22.17
80.315,1,96.00,10.921,9.786,301,298194,178.1,131.38,0.73,22.18
80.326,1,96.00,10.921,9.767,301,298194,178.1,131.39,0.73,22.19
80.336,1,96.00,10.921,9.768,301,298194,178.1,131.41,0.73,22.20
80.347,1,96.00,10.921,9.741,301,298194,178.1,131.43,0.73,22.20
80.357,1,96.00,10.921,9.783,301,298194,178.1,131.44,0.73,22.20
80.368,1,96.00,10.921,9.809,301,298194,178.1,131.46,0.73,22.20
80.379,1,96.00,10.921,9.774,301,298194,178.1,131.48,0.73,22.20
80.389,1,96.00,10.921,9.846,301,298194,178.1,131.50,0.73,22.20
80.400,1,96.00,10.921,9.831,301,298194,178.1,131.52,0.73,22.20
80.410,1,96.00,10.921,9.752,301,298194,178.1,131.53,0.73,22.20
80.421,1,96.00,10.921,9.830,301,298194,178.1,131.55,0.73,22.20
80.432,1,96.00,10.921,9.784,301,298194,178.1,131.57,0.73,22.20
80.442,1,96.00,10.921,9.788,301,298194,178.1,131.59,0.73,22.20
80.453,1,96.00,10.921,9.802,301,298194,178.1,131.61,0.73,22.20
80.463,1,96.00,10.921,9.792,301,298194,178.1,131.62,0.73,22.20
80.474,1,96.00,10.921,9.708,300,298146,178.1,131.64,0.73,22.20
80.485,1,96.00,10.921,9.744,300,298146,178.1,131.66,0.73,22.20
80.495,1,96.00,10.921,9.754,300,298146,178.1,131.68,0.74,22.20
80.506,1,96.00,10.921,9.750,300,298146,178.1,131.70,0.74,22.20
80.517,1,96.00,10.921,9.798,300,298146,178.1,131.71,0.74,22.20
80.527,1,96.00,10.921,9.839,300,298146,178.1,131.73,0.74,22.20
80.538,1,96.00,10.921,9.841,300,298146,178.1,131.75,0.74,22.20
80.549,1,96.00,10.921,9.843,300,298146,178.1,131.77,0.74,22.20
80.559,1,96.00,10.921,9.857,301,303186,178.1,131.79,0.74,22.20
80.570,1,96.00,10.921,9.841,301,303186,178.1,131.81,0.74,22.20
80.581,1,96.00,10.921,9.786,301,303186,178.1,131.82,0.74,22.20
80.592,1,96.00,10.921,9.807,301,303186,178.1,131.84,0.74,22.20
80.603,1,96.00,10.921,9.783,301,303186,178.1,131.86,0.74,22.20
80.614,1,96.00,10.921,9.798,301,303186,178.1,131.88,0.74,22.20
80.625,1,96.00,10.921,9.875,305,303290,178.1,131.90,0.74,22.20
80.635,1,96.00,10.921,9.809,305,303290,178.1,131.92,0.74,22.20
80.646,1,96.00,10.921,9.798,305,303290,178.1,131.93,0.74,22.20
80.657,1,96.00,10.921,9.764,305,303290,178.1,131.95,0.74,22.20
80.668,1,96.00,10.921,9.792,305,303290,178.1,131.97,0.74,22.20
80.679,1,96.00,10.921,9.746,305,303290,178.1,131.99,0.74,22.20
80.690,1,96.00,10.921,9.728,304,303030,178.1,132.01,0.74,22.20
80.702,1,96.00,10.921,9.701,304,303030,178.1,132.03,0.73,22.20
80.713,1,96.00,10.921,9.708,304,303030,178.1,132.05,0.73,22.20
80.724,1,96.00,10.921,9.678,303,302918,178.1,132.07,0.73,22.20
80.735,1,96.00,10.921,9.649,303,302918,178.1,132.09,0.73,22.20
80.746,1,96.00,10.921,9.634,299,302710,178.1,132.10,0.73,22.20
80.757,1,96.00,10.921,9.647,299,302710,178.1,132.12,0.73,22.20
80.768,1,96.00,10.921,9.601,299,302710,178.1,132.14,0.73,22.20
80.779,1,96.00,10.921,9.584,299,302710,178.1,132.16,0.73,22.20
80.790,1,96.00,10.921,9.598,299,302710,178.1,132.18,0.73,22.20
80.802,1,96.00,10.921,9.549,296,302230,178.1,132.20,0.73,22.20
80.813,1,96.00,10.921,9.564,296,302230,178.1,132.22,0.73,22.20
80.824,1,96.00,10.921,9.571,296,302230,178.1,132.24,0.73,22.20
80.835,1,96.00,10.921,9.568,296,302230,178.1,132.26,0.73,22.20
80.846,1,96.00,10.921,9.541,298,308786,178.1,132.27,0.73,22.20
80.857,1,96.00,10.921,9.543,298,308786,178.1,132.29,0.73,22.20
80.868,1,96.00,10.921,9.485,298,308786,178.1,132.31,0.73,22.20
80.878,1,96.00,10.921,9.526,298,308786,178.1,132.33,0.73,22.20
80.889,1,96.00,10.921,9.497,298,308786,178.1,132.35,0.73,22.20
80.900,1,96.00,10.921,9.473,298,308786,178.1,132.37,0.72,22.20
80.910,1,96.00,10.921,9.479,298,308786,178.1,132.38,0.72,22.20
80.921,1,96.00,10.921,9.419,297,308674,178.1,132.40,0.72,22.20
80.931,1,96.00,10.921,9.385,297,308674,178.1,132.42,0.72,22.20
80.942,1,96.00,10.921,9.372,297,308674,178.1,132.44,0.72,22.20
80.953,1,96.00,10.921,9.420,297,308674,178.1,132.46,0.72,22.20
80.963,1,96.00,10.921,9.430,296,308638,178.1,132.47,0.72,22.20
80.974,1,96.00,10.921,9.369,296,308638,178.1,132.49,0.72,22.20
80.985,1,96.00,10.921,9.340,296,308638,178.1,132.51,0.72,22.20
80.995,1,96.00,10.921,9.341,296,308638,178.1,132.53,0.72,22.20
81.006,1,94.00,10.918,9.314,296,308638,178.1,132.55,0.72,22.20
81.016,1,94.00,10.918,9.370,295,308494,178.1,132.56,0.72,22.20
81.027,1,94.00,10.918,9.292,294,308438,178.1,132.58,0.72,22.20
81.038,1,94.00,10.918,9.311,294,308438,178.1,132.60,0.72,22.20
81.048,1,94.00,10.918,9.287,294,308438,178.1,132.62,0.72,22.20
81.059,1,94.00,10.918,9.257,294,308438,178.1,132.64,0.71,22.20
81.069,1,94.00,10.918,9.204,294,308438,178.1,132.65,0.71,22.20
81.080,1,94.00,10.918,9.247,294,308438,178.1,132.67,0.71,22.20
81.091,1,94.00,10.918,9.187,294,308438,178.1,132.69,0.71,22.20
81.101,1,94.00,10.918,9.238,294,308438,178.1,132.71,0.71,22.20
81.112,1,94.00,10.918,9.217,294,308438,178.1,132.73,0.71,22.20
81.122,1,94.00,10.918,9.205,294,308438,178.1,132.74,0.71,22.20
81.133,1,94.00,10.918,9.187,290,308230,178.1,132.76,0.71,22.20
81.144,1,94.00,10.918,9.222,288,307630,178.1,132.78,0.71,22.20
81.154,1,94.00,10.918,9.109,287,307366,178.1,132.80,0.71,22.20
81.165,1,94.00,10.918,9.099,286,307078,178.1,132.82,0.71,22.20
81.175,1,94.00,10.918,9.144,286,307078,178.1,132.83,0.71,22.20
81.186,1,94.00,10.918,9.072,285,306966,178.1,132.85,0.71,22.20
81.196,1,94.00,10.918,9.065,284,306930,178.1,132.87,0.71,22.20
81.207,1,94.00,10.918,9.116,284,306930,178.1,132.89,0.71,22.20
81.217,1,94.00,10.918,9.044,284,306930,178.1,132.90,0.71,22.20
81.227,1,94.00,10.918,8.956,284,306930,178.1,132.92,0.71,22.20
81.237,1,94.00,10.918,8.892,284,306930,178.1,132.94,0.71,22.20
81.247,1,94.00,10.918,8.896,279,306714,178.1,132.95,0.71,22.20
81.256,1,94.00,10.918,8.786,279,306714,178.1,132.97,0.71,22.20
81.266,1,94.00,10.918,8.779,279,306714,178.1,132.99,0.71,22.20
81.276,1,94.00,10.918,8.706,279,306714,178.1,133.00,0.71,22.20
81.285,1,94.00,10.918,8.688,278,306678,178.1,133.02,0.71,22.20
81.295,1,94.00,10.918,8.626,277,306486,178.1,133.04,0.71,22.20
81.305,1,94.00,10.918,8.636,277,306486,178.1,133.05,0.71,22.20
81.315,1,94.00,10.918,8.626,277,306486,178.1,133.07,0.71,22.20
81.324,1,94.00,10.918,8.553,277,306486,178.1,133.09,0.71,22.20
81.334,1,94.00,10.918,8.541,277,306486,178.1,133.10,0.71,22.20
81.343,1,94.00,10.918,8.552,276,306342,178.1,133.12,0.71,22.20
81.353,1,94.00,10.918,8.511,276,306342,178.1,133.14,0.71,22.20
81.362,1,94.00,10.918,8.509,276,306342,178.1,133.15,0.71,22.20
81.372,1,94.00,10.918,8.440,275,306286,178.1,133.17,0.71,22.20
81.381,1,94.00,10.918,8.424,274,305362,178.1,133.18,0.71,22.20
81.391,1,94.00,10.918,8.423,274,305362,178.1,133.20,0.71,22.20
81.400,1,94.00,10.918,8.453,282,306282,178.1,133.22,0.71,22.20
81.409,1,94.00,10.918,7.987,282,306282,178.1,133.23,0.71,22.20
81.418,1,94.00,10.918,8.025,281,306138,178.1,133.25,0.71,22.20
81.427,1,94.00,10.918,8.028,281,306138,178.1,133.26,0.71,22.20
81.436,1,94.00,10.918,8.023,281,306138,178.1,133.28,0.71,22.20
81.445,1,94.00,10.918,8.036,281,306138,178.1,133.29,0.71,22.20
81.454,1,94.00,10.918,8.039,281,306138,178.1,133.31,0.71,22.20
81.463,1,94.00,10.918,8.037,281,306138,178.1,133.32,0.71,22.20
81.472,1,94.00,10.918,8.015,280,306026,178.1,133.34,0.71,22.20
81.481,1,94.00,10.918,8.002,280,306026,178.1,133.35,0.71,22.20
81.490,1,94.00,10.918,8.032,280,306026,178.1,133.37,0.72,22.20
81.499,1,94.00,10.918,7.991,280,306026,178.1,133.38,0.72,22.20
81.508,1,94.00,10.918,7.979,280,306026,178.1,133.40,0.72,22.20
81.517,1,94.00,10.918,8.005,280,306026,178.1,133.42,0.72,22.20
81.526,1,94.00,10.918,7.990,279,305990,178.1,133.43,0.72,22.20
81.535,1,94.00,10.918,7.953,275,305758,178.1,133.45,0.72,22.20
81.544,1,94.00,10.918,7.968,275,305566,178.1,133.46,0.72,22.20
81.553,1,94.00,10.918,8.030,275,305566,178.1,133.48,0.72,22.20
81.562,1,94.00,10.918,8.027,274,305410,178.1,133.49,0.72,22.20
81.571,1,94.00,10.918,7.993,273,305362,178.1,133.51,0.72,22.20
81.580,1,94.00,10.918,7.911,273,305362,178.1,133.52,0.72,22.20
81.589,1,94.00,10.918,7.861,273,305362,178.1,133.54,0.72,22.20
81.597,1,94.00,10.918,7.831,272,305250,178.1,133.55,0.72,22.20
81.606,1,94.00,10.918,7.748,272,305250,178.1,133.57,0.72,22.20
81.614,1,94.00,10.918,7.690,271,305194,178.1,133.58,0.72,22.20
81.622,1,94.00,10.918,7.642,271,305194,178.1,133.59,0.72,22.20
81.631,1,94.00,10.918,7.596,269,303754,178.1,133.61,0.72,22.20
81.639,1,94.00,10.918,7.586,268,302830,178.1,133.62,0.72,22.20
81.647,1,94.00,10.918,7.472,268,302778,178.1,133.64,0.72,22.20
81.656,1,94.00,10.918,7.397,268,302778,178.1,133.65,0.72,22.20
81.664,1,94.00,10.918,7.370,268,302778,178.1,133.66,0.72,22.20
81.672,1,94.00,10.918,7.307,268,302778,178.1,133.68,0.72,22.20
81.681,1,94.00,10.918,7.353,265,302058,178.1,133.69,0.72,22.20
81.689,1,94.00,10.918,7.305,265,302058,178.1,133.71,0.73,22.20
81.697,1,94.00,10.918,7.352,265,302058,178.1,133.72,0.73,22.20
81.706,1,94.00,10.918,7.307,265,302058,178.1,133.74,0.73,22.20
81.714,1,94.00,10.918,7.297,265,302058,178.1,133.75,0.73,22.20
81.722,1,94.00,10.918,7.306,263,301122,178.1,133.76,0.73,22.20
81.731,1,94.00,10.918,7.358,263,301122,178.1,133.78,0.73,22.20
81.739,1,94.00,10.918,7.336,263,301122,178.1,133.79,0.73,22.20
81.747,1,94.00,10.918,7.354,263,301122,178.1,133.81,0.73,22.20
81.756,1,94.00,10.918,7.319,268,301674,178.1,133.82,0.73,22.20
81.764,1,94.00,10.918,7.256,266,295246,178.1,133.83,0.73,22.20
81.772,1,94.00,10.918,7.228,266,295246,178.1,133.85,0.73,22.20
81.781,1,94.00,10.918,7.172,263,295126,178.1,133.86,0.73,22.20
81.789,1,94.00,10.918,7.222,263,295126,178.1,133.88,0.73,22.20
81.797,1,94.00,10.918,7.223,261,294862,178.1,133.89,0.73,22.20
81.806,1,94.00,10.918,7.185,261,294862,178.1,133.91,0.73,22.20
81.814,1,94.00,10.918,7.180,260,294750,178.1,133.92,0.73,22.20
81.822,1,94.00,10.918,7.137,260,294750,178.1,133.93,0.73,22.20
81.831,1,94.00,10.918,7.153,259,287918,178.1,133.95,0.73,22.20
81.839,1,94.00,10.918,7.135,259,287918,178.1,133.96,0.73,22.20
81.847,1,94.00,10.918,7.101,258,279742,178.1,133.98,0.73,22.20
81.855,1,94.00,10.918,7.093,257,279630,178.1,133.99,0.73,22.20
81.863,1,94.00,10.918,7.121,255,272854,178.1,134.00,0.73,22.20
81.871,1,94.00,10.918,7.540,255,272854,178.1,134.02,0.73,22.20
81.880,1,94.00,10.918,7.528,255,272854,178.1,134.03,0.73,22.20
81.888,1,94.00,10.918,7.453,255,272854,178.1,134.05,0.73,22.20
81.896,1,94.00,10.918,7.470,255,272854,178.1,134.06,0.73,22.20
81.905,1,94.00,10.918,7.484,255,272854,178.1,134.07,0.73,22.20
81.913,1,94.00,10.918,7.451,255,272854,178.1,134.09,0.73,22.20
81.921,1,94.00,10.918,7.377,254,272630,178.1,134.10,0.73,22.20
81.930,1,94.00,10.918,7.396,254,272630,178.1,134.12,0.73,22.20
81.938,1,94.00,10.918,7.291,254,272630,178.1,134.13,0.73,22.20
81.946,1,94.00,10.918,7.290,251,263854,178.1,134.14,0.73,22.20
81.955,1,94.00,10.918,7.224,248,263134,178.1,134.16,0.73,22.20
81.963,1,94.00,10.918,7.239,248,263134,178.1,134.17,0.73,22.20
81.971,1,94.00,10.918,7.146,248,263134,178.1,134.19,0.73,22.20
81.979,1,94.00,10.918,7.128,248,263134,178.1,134.20,0.73,22.20
81.987,1,94.00,10.918,7.044,248,263134,178.1,134.21,0.73,22.20
81.995,1,94.00,10.918,7.043,248,263134,178.1,134.23,0.73,22.20
82.003,1,110.00,10.361,6.979,248,263134,178.1,134.24,0.73,22.20
82.011,1,110.00,10.361,6.903,247,256586,178.1,134.25,0.73,22.20
82.019,1,110.00,10.361,6.848,246,255410,178.1,134.27,0.73,22.20
82.027,1,110.00,10.361,6.815,246,255410,178.1,134.28,0.73,22.20
82.034,1,110.00,10.361,6.750,244,255262,178.1,134.29,0.73,22.20
82.042,1,110.00,10.361,6.732,244,255262,178.1,134.31,0.72,22.20
82.050,1,110.00,10.361,6.685,244,255262,178.1,134.32,0.72,22.20
82.057,1,110.00,10.361,6.590,244,255262,178.1,134.33,0.72,22.20
82.065,1,110.00,10.361,6.574,244,255262,178.1,134.35,0.72,22.20
82.072,1,110.00,10.361,6.512,244,255262,178.1,134.36,0.72,22.20
82.080,1,110.00,10.361,6.492,244,255262,178.1,134.37,0.72,22.20
82.087,1,110.00,10.361,6.395,244,255262,178.1,134.38,0.72,22.20
82.094,1,110.00,10.361,6.361,244,255262,178.1,134.40,0.72,22.20
82.102,1,110.00,10.361,6.291,243,247086,178.1,134.41,0.72,22.20
82.109,1,110.00,10.361,6.264,248,247954,178.1,134.42,0.72,22.20
82.116,1,110.00,10.361,6.010,248,247954,178.1,134.43,0.72,22.20
82.123,1,110.00,10.361,5.908,248,247954,178.1,134.44,0.72,22.20
82.130,1,110.00,10.361,5.889,248,247954,178.1,134.46,0.72,22.20
82.137,1,110.00,10.361,5.694,248,247954,178.1,134.47,0.72,22.20
82.143,1,110.00,10.361,5.732,246,247806,178.1,134.48,0.72,22.20
82.150,1,110.00,10.361,5.537,246,247806,178.1,134.49,0.72,22.20
82.156,1,110.00,10.361,5.493,246,247806,178.1,134.50,0.72,22.20
82.163,1,110.00,10.361,5.434,245,247446,178.1,134.51,0.72,22.20
82.169,1,110.00,10.361,5.265,245,247446,178.1,134.52,0.72,22.20
82.175,1,110.00,10.361,5.295,244,239606,178.1,134.53,0.72,22.20
82.181,1,110.00,10.361,5.116,244,239606,178.1,134.54,0.72,22.20
82.187,1,110.00,10.361,5.015,244,239606,178.1,134.55,0.72,22.20
82.193,1,110.00,10.361,4.943,244,239606,178.1,134.56,0.72,22.20
82.199,1,110.00,10.361,4.885,245,239662,178.1,134.57,0.72,22.20
82.205,1,110.00,10.361,4.887,245,239662,178.1,134.58,0.72,22.20
82.211,1,110.00,10.361,4.865,245,239662,178.1,134.59,0.71,22.20
82.217,1,110.00,10.361,4.859,245,239662,178.1,134.60,0.71,22.20
82.223,1,110.00,10.361,4.968,244,238738,178.1,134.61,0.71,22.20
82.229,1,110.00,10.361,4.824,244,238738,178.1,134.62,0.71,22.20
82.235,1,110.00,10.361,5.586,245,238962,178.1,134.64,0.71,22.20
82.241,1,110.00,10.361,6.142,245,238962,178.1,134.65,0.71,22.20
82.249,1,110.00,10.361,6.409,244,232970,178.1,134.66,0.71,22.20
82.255,1,110.00,10.361,6.350,240,231074,178.1,134.67,0.71,22.20
82.262,1,110.00,10.361,6.291,240,231074,178.1,134.68,0.71,22.20
82.268,1,110.00,10.361,6.457,239,229714,178.1,134.69,0.71,22.20
82.274,1,110.00,10.361,6.418,239,229714,178.1,134.70,0.71,22.20
82.280,1,110.00,10.361,6.503,238,228202,178.1,134.71,0.71,22.20
82.287,1,110.00,10.361,6.452,238,228202,178.1,134.72,0.71,22.20
82.293,1,110.00,10.361,6.519,238,228202,178.1,134.73,0.71,22.20
82.300,1,110.00,10.361,6.625,238,228202,178.1,134.75,0.71,22.20
82.306,1,110.00,10.361,6.627,237,227986,178.1,134.76,0.71,22.20
82.313,1,110.00,10.361,6.615,237,227986,178.1,134.77,0.71,22.20
82.320,1,110.00,10.361,6.586,237,227986,178.1,134.78,0.71,22.20
82.326,1,110.00,10.361,6.612,237,227986,178.1,134.79,0.71,22.20
82.333,1,110.00,10.361,6.864,237,227986,178.1,134.80,0.71,22.20
82.340,1,110.00,10.361,6.611,237,227986,178.1,134.81,0.71,22.20
82.346,1,110.00,10.361,6.602,237,227986,178.1,134.82,0.71,22.20
82.353,1,110.00,10.361,6.575,237,227986,178.1,134.84,0.71,22.20
82.360,1,110.00,10.361,6.610,237,227986,178.1,134.85,0.71,22.20
82.368,1,110.00,10.361,6.620,237,227986,178.1,134.86,0.71,22.20
82.376,1,110.00,10.361,6.625,237,227986,178.1,134.87,0.71,22.20
82.383,1,110.00,10.361,6.702,237,227986,178.1,134.89,0.71,22.20
82.391,1,110.00,10.361,6.684,236,227314,178.1,134.90,0.70,22.20
82.399,1,110.00,10.361,6.719,236,227314,178.1,134.91,0.70,22.20
82.406,1,110.00,10.361,6.585,236,227314,178.1,134.93,0.70,22.20
82.414,1,110.00,10.361,6.624,235,221322,178.1,134.94,0.70,22.20
82.421,1,110.00,10.361,6.569,234,219978,178.1,134.95,0.70,22.20
82.429,1,110.00,10.361,6.893,234,219978,178.1,134.97,0.70,22.20
82.437,1,110.00,10.361,6.674,234,219978,178.1,134.98,0.70,22.20
82.444,1,110.00,10.361,6.537,234,219978,178.1,134.99,0.70,22.20
82.452,1,110.00,10.361,6.682,234,219978,178.1,135.00,0.70,22.20
82.459,1,110.00,10.361,6.494,234,214350,178.1,135.02,0.70,22.20
82.467,1,110.00,10.361,6.451,234,214350,178.1,135.03,0.70,22.20
82.475,1,110.00,10.361,6.456,234,214350,178.1,135.04,0.70,22.20
82.482,1,110.00,10.361,6.347,234,214350,178.1,135.06,0.70,22.20
82.490,1,110.00,10.361,6.307,233,214170,178.1,135.07,0.70,22.20
82.497,1,110.00,10.361,6.235,234,214206,178.1,135.08,0.70,22.20
82.505,1,110.00,10.361,6.261,234,214206,178.1,135.09,0.70,22.20
82.512,1,110.00,10.361,6.237,233,212694,178.1,135.11,0.70,22.20
82.520,1,110.00,10.361,6.179,233,212694,178.1,135.12,0.70,22.20
82.528,1,110.00,10.361,6.135,232,212454,178.1,135.13,0.70,22.20
82.535,1,110.00,10.361,5.983,232,212454,178.1,135.15,0.70,22.20
82.543,1,110.00,10.361,5.909,232,212454,178.1,135.16,0.70,22.20
82.550,1,110.00,10.361,5.897,232,212454,178.1,135.17,0.70,22.20
82.558,1,110.00,10.361,5.824,232,211118,178.1,135.18,0.70,22.20
82.565,1,110.00,10.361,5.735,232,211118,178.1,135.20,0.70,22.20
82.573,1,110.00,10.361,5.707,232,211118,178.1,135.21,0.70,22.20
82.580,1,110.00,10.361,5.738,232,211118,178.1,135.22,0.70,22.20
82.588,1,110.00,10.361,5.736,232,211118,178.1,135.24,0.70,22.20
